Sno,ID,Subject,Subject Code,Type,Year,Branch,Acad Year,Sem,Credits
150,N200734,Cloud Computing,CSNPTEL07,OEC-IV,E4,CSE,2025-26,Semester II,3
151,N200734,Human Computer Interaction,CSNPTEL05,PEC-V,E4,CSE,2025-26,Semester II,3
152,N200734,Project-II,20CS4294,PR,E4,CSE,2025-26,Semester II,6
153,N230457,Engineering Physics Lab,23PY1281,BSC,E1,CSE,2025-26,Semester II,1.5
154,N230457,Discrete Mathematics,23MA1202,BSC-1,E1,CSE,2025-26,Semester II,4
155,N230457,Engineering Physics,23PY1201,BSC-2,E1,CSE,2025-26,Semester II,4
156,N230457,Managerial Economics and Finance Analysis,23BM1201,HSMC,E1,CSE,2025-26,Semester II,3
157,N230457,Environmental Science,23BE1201,MC,E1,CSE,2025-26,Semester II,0
158,N230457,Object Oriented Programming through Java,23CS1201,PCC-1,E1,CSE,2025-26,Semester II,4
159,N230457,Data Structures,23CS1202,PCC-2,E1,CSE,2025-26,Semester II,3
160,N230457,Object Oriented Programming through Java Lab,23CS1281,PCC-3,E1,CSE,2025-26,Semester II,1.5
161,N230457,Data Structures Lab,23CS1282,PCC-4,E1,CSE,2025-26,Semester II,1.5
162,N210708,English Language Communication Skills Lab-III,23EG3283,HSC-1,E3,MME,2025-26,Semester II,1.5
163,N210708,Managerial Economics and Financial Analysis,23BM3201,HSC-2,E3,MME,2025-26,Semester II,3
164,N210708,Metal Joining and Non- Destructive Testing,23MM3201,PCC-1,E3,MME,2025-26,Semester II,3
165,N210708,Computational Materials Engineering,23MM3202,PCC-2,E3,MME,2025-26,Semester II,3
166,N210708,"Processing of Polymer, Ceramics and Composites",23MM3203,PCC-3,E3,MME,2025-26,Semester II,3
167,N210708,Metal Joining and Non- Destructive Testing Lab,23MM3281,PCC-4,E3,MME,2025-26,Semester II,1.5
168,N210708,Computational Materials Engineering Lab,23MM3282,PCC-5,E3,MME,2025-26,Semester II,1.5
169,N210708,Welding Processes,MMNPTEL01,PEC-1,E3,MME,2025-26,Semester II,3
170,N210708,Minor Project,23MM3291,PROJ,E3,MME,2025-26,Semester II,2.5
171,N210708,Summer Internship,23MM3292,SI,E3,MME,2025-26,Semester II,2.5
172,N230443,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
173,N230443,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
174,N230443,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
175,N230443,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
176,N230443,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
177,N230443,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
178,N230443,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
179,N230443,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
180,N230443,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
181,N220928,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
182,N220928,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
183,N220928,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
184,N220928,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
185,N220928,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
186,N220928,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
187,N220928,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
188,N220928,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
189,N220928,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
190,N221141,Linear Algebra & Numerical Methods,23MA1201,BSC-1,E1,EEE,2025-26,Semester II,4
191,N221141,Computational Lab,23EE1281,BSC-2,E1,EEE,2025-26,Semester II,1.5
192,N221141,Introduction to AI,23EE1202,BSC-3,E1,EEE,2025-26,Semester II,1
193,N221141,Electronics Devices and Circuits,23EC1201,ESC-1,E1,EEE,2025-26,Semester II,4
194,N221141,Electronics Devices and Circuits Lab,23EC1281,ESC-2,E1,EEE,2025-26,Semester II,1.5
195,N221141,English Language communication skills lab1,23EG1281,HSC,E1,EEE,2025-26,Semester II,2.5
196,N221141,Digital Logic Design,23EC2102,PCC-1,E1,EEE,2025-26,Semester II,4
197,N221141,Digital Logic Design Lab,23EC2182,PCC-2,E1,EEE,2025-26,Semester II,1.5
198,N221141,Network Theory,23EE1201,PCC-3,E1,EEE,2025-26,Semester II,4
199,N220123,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
200,N220123,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
201,N220123,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
202,N220123,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
203,N220123,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
204,N220123,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
205,N220123,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
206,N220123,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
207,N220123,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
208,N230437,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
209,N230437,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
210,N230437,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
211,N230437,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
212,N230437,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
213,N230437,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
214,N230437,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
215,N230437,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
216,N230437,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
217,N221048,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
218,N221048,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
219,N221048,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
220,N221048,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
221,N221048,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
222,N221048,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
223,N221048,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
224,N221048,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
225,N221048,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
226,N220462,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
227,N220462,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
228,N220462,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
229,N220462,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
230,N220462,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
231,N220462,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
232,N220462,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
233,N220462,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
234,N220462,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
235,N230969,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
236,N230969,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
237,N230969,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
238,N230969,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
239,N230969,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
240,N230969,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
241,N230969,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
242,N230969,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
243,N230969,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
244,N220309,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
245,N220309,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
246,N220309,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
247,N220309,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
248,N220309,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
249,N220309,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
250,N220309,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
251,N220309,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
252,N220309,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
253,N210087,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
254,N210087,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
255,N210087,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
256,N210087,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
257,N210087,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
258,N210087,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
259,N210087,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
260,N210087,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
261,N210087,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
262,N220736,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
263,N220736,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
264,N220736,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
265,N220736,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
266,N220736,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
267,N220736,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
268,N220736,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
269,N220736,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
270,N220736,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
271,N220685,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
272,N220685,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
273,N220685,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
274,N220685,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
275,N220685,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
276,N220685,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
277,N220685,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
278,N220685,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
279,N220685,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
280,N210441,English Language Communication Skills Lab-III,23EG3283,HSC-1,E3,MME,2025-26,Semester II,1.5
281,N210441,Managerial Economics and Financial Analysis,23BM3201,HSC-2,E3,MME,2025-26,Semester II,3
282,N210441,Metal Joining and Non- Destructive Testing,23MM3201,PCC-1,E3,MME,2025-26,Semester II,3
283,N210441,Computational Materials Engineering,23MM3202,PCC-2,E3,MME,2025-26,Semester II,3
284,N210441,"Processing of Polymer, Ceramics and Composites",23MM3203,PCC-3,E3,MME,2025-26,Semester II,3
285,N210441,Metal Joining and Non- Destructive Testing Lab,23MM3281,PCC-4,E3,MME,2025-26,Semester II,1.5
286,N210441,Computational Materials Engineering Lab,23MM3282,PCC-5,E3,MME,2025-26,Semester II,1.5
287,N210441,Welding Processes,MMNPTEL01,PEC-1,E3,MME,2025-26,Semester II,3
288,N210441,Minor Project,23MM3291,PROJ,E3,MME,2025-26,Semester II,2.5
289,N210441,Summer Internship,23MM3292,SI,E3,MME,2025-26,Semester II,2.5
290,N220822,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
291,N220822,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
292,N220822,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
293,N220822,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
294,N220822,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
295,N220822,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
296,N220822,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
297,N220822,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
298,N220822,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
299,N220828,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
300,N220828,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
301,N220828,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
302,N220828,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
303,N220828,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
304,N220828,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
305,N220828,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
306,N220828,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
307,N220828,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
308,N210240,Probability and Statistics,23MA2201,BSC,E2,ME,2025-26,Semester II,3
309,N210240,Biology for Engineers,23HS2201,MC,E2,ME,2025-26,Semester II,0
310,N210240,Design of Machine Elements,23ME2201,PCC-1,E2,ME,2025-26,Semester II,4
311,N210240,Dynamics of Machinery,23ME2202,PCC-2,E2,ME,2025-26,Semester II,4
312,N210240,Fluid Mechanics & Hydraulic Machinery,23ME2203,PCC-3,E2,ME,2025-26,Semester II,4
313,N210240,Metal Cutting and Machine Tools,23ME2204,PCC-4,E2,ME,2025-26,Semester II,4
314,N210240,Metal cutting and Machine Tools Lab,23ME2281,PCC-5,E2,ME,2025-26,Semester II,1.5
315,N210240,Fluid Mechanics & Hydraulic Machinery Lab,23ME2282,PCC-6,E2,ME,2025-26,Semester II,1.5
316,N210938,Probability and Statistics,23MA2201,BSC,E2,ME,2025-26,Semester II,3
317,N210938,Biology for Engineers,23HS2201,MC,E2,ME,2025-26,Semester II,0
318,N210938,Design of Machine Elements,23ME2201,PCC-1,E2,ME,2025-26,Semester II,4
319,N210938,Dynamics of Machinery,23ME2202,PCC-2,E2,ME,2025-26,Semester II,4
320,N210938,Fluid Mechanics & Hydraulic Machinery,23ME2203,PCC-3,E2,ME,2025-26,Semester II,4
321,N210938,Metal Cutting and Machine Tools,23ME2204,PCC-4,E2,ME,2025-26,Semester II,4
322,N210938,Metal cutting and Machine Tools Lab,23ME2281,PCC-5,E2,ME,2025-26,Semester II,1.5
323,N210938,Fluid Mechanics & Hydraulic Machinery Lab,23ME2282,PCC-6,E2,ME,2025-26,Semester II,1.5
324,N230225,Mathematical Methods,23MA1201,BSC-1,E1,ECE,2025-26,Semester II,4
325,N230225,Network Theory,23EE1211,BSC-2,E1,ECE,2025-26,Semester II,4
326,N230225,Object Oriented Programming,23CS1209,ESC-1,E1,ECE,2025-26,Semester II,2
327,N230225,Object Oriented Programming Laboratory,23CS1289,ESC-2,E1,ECE,2025-26,Semester II,1.5
328,N230225,Computational Lab,23EC1285,ESC-3,E1,ECE,2025-26,Semester II,1.5
329,N230225,English-Language Communication skills Lab-1,23EG1281,HSC,E1,ECE,2025-26,Semester II,2.5
330,N230225,Signals and Systems,23EC1203,PCC,E1,ECE,2025-26,Semester II,4
331,N230225,Electronic Devices and Circuits,23EC1201,PCC-1,E1,ECE,2025-26,Semester II,4
332,N230225,Electronic Devices and Circuits Lab,23EC1281,PCC-2,E1,ECE,2025-26,Semester II,1.5
333,N220874,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
334,N220874,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
335,N220874,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
336,N220874,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
337,N220874,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
338,N220874,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
339,N220874,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
340,N220874,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
341,N220874,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
342,N221047,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
343,N221047,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
344,N221047,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
345,N221047,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
346,N221047,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
347,N221047,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
348,N221047,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
349,N221047,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
350,N221047,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
351,N220483,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
352,N220483,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
353,N220483,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
354,N220483,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
355,N220483,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
356,N220483,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
357,N220483,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
358,N220483,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
359,N220483,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
360,N221053,Introduction to Operation Research,23BM2202,HSMC,E2,CSE,2025-26,Semester II,3
361,N221053,Computer Organization & Architecture,23CS2201,PCC-1,E2,CSE,2025-26,Semester II,3
362,N221053,Data Science with Python,23CS2202,PCC-2,E2,CSE,2025-26,Semester II,3
363,N221053,Web Technologies,23CS2203,PCC-3,E2,CSE,2025-26,Semester II,3
364,N221053,Compiler Design,23CS2204,PCC-4,E2,CSE,2025-26,Semester II,3
365,N221053,Computer Organization & Architecture Lab,23CS2281,PCC-5,E2,CSE,2025-26,Semester II,1.5
366,N221053,Data Science with Python Lab,23CS2282,PCC-6,E2,CSE,2025-26,Semester II,1.5
367,N221053,Web Technologies Lab,23CS2283,PCC-7,E2,CSE,2025-26,Semester II,1.5
368,N220497,Robotics Laboratory,23EC2285,ESC-1,E2,ECE,2025-26,Semester II,2.5
369,N220497,Foundations to Artificial Intelligence,23EC2205,ESC-2,E2,ECE,2025-26,Semester II,1
370,N220497,Communication Systems-1,23EC2201,PCC-1,E2,ECE,2025-26,Semester II,4
371,N220497,Communication Systems-1 Lab,23EC2281,PCC-2,E2,ECE,2025-26,Semester II,1.5
372,N220497,Digital System Design,23EC2202,PCC-3,E2,ECE,2025-26,Semester II,3
373,N220497,Digital System Design Lab,23EC2282,PCC-4,E2,ECE,2025-26,Semester II,1.5
374,N220497,Linear Integrated Circuits,23EC2203,PCC-5,E2,ECE,2025-26,Semester II,4
375,N220497,Linear Integrated Circuits Lab,23EC2283,PCC-6,E2,ECE,2025-26,Semester II,1.5
376,N220497,Electromagnetic Waves & Guided Media,23EC2204,PCC-7,E2,ECE,2025-26,Semester II,4
377,N210641,English Language Communication Skills Lab-III,23EG3283,HSC,E3,CHE,2025-26,Semester II,1.5
378,N210641,Enterpreneurship Education Course (IGNITE),23HS3211,OEC,E3,CHE,2025-26,Semester II,3
379,N210641,Process Equipment Design,23CH3201,PCC-1,E3,CHE,2025-26,Semester II,3.5
380,N210641,Plant Design and Economics,23CH3202,PCC-2,E3,CHE,2025-26,Semester II,3
381,N210641,Transport Phenomena,23CH3203,PCC-3,E3,CHE,2025-26,Semester II,4
382,N210641,Chemical Process Dynamics and Control Lab,23CH3281,PCC-4,E3,CHE,2025-26,Semester II,1.5
383,N210641,Mass Transfer Operations Lab,23CH3282,PCC-5,E3,CHE,2025-26,Semester II,1.5
384,N210641,Fuel Technology,23CH3228,PEC,E3,CHE,2025-26,Semester II,3
385,N210641,Summer Internship,23CH3291,SI,E3,CHE,2025-26,Semester II,3
386,N240863,English-IV,23PEG2201,Core-1,P2,PUC,2025-26,Semester II,4
387,N240863,Mathematics-IV,23PMA2201,Core-2,P2,PUC,2025-26,Semester II,5
388,N240863,Physics-IV,23PPY2201,Core-3,P2,PUC,2025-26,Semester II,4
389,N240863,Physics Lab – IV,23PPY2210,Core-4,P2,PUC,2025-26,Semester II,1
390,N240863,Chemistry – IV,23PCY2201,Core-5,P2,PUC,2025-26,Semester II,4
391,N240863,Chemistry Lab –IV,23PCY2210,Core-6,P2,PUC,2025-26,Semester II,1
392,N240863,Telugu – IV,23PTE2201,Core-7,P2,PUC,2025-26,Semester II,3
393,N240863,Python Programming Language,23PIT2201,Core-8,P2,PUC,2025-26,Semester II,2
394,N240863,Python Programming Language Lab,23PIT2210,Core-9,P2,PUC,2025-26,Semester II,1
